# comment: None given                          Feff8L (EXAFS)       0.1      
# Source:
# Structure Summary:  Ni1
# Reduced formula:  Ni
# space group: (Fm-3m), space number:  (225)
# abc:  2.457299   2.457299   2.457299
# angles: 60.000000  60.000000  60.000000
# sites: 1
# POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=28 Rmt= 1.308 Rnm= 1.345 K  shell
# Pot 1 Z=28 Rmt= 1.325 Rnm= 1.366
# Gam_ch=1.576E+00 H-L exch
# Mu=-1.136E+01 kf=2.075E+00 Vint=-2.777E+01 Rs_int= 1.747
# PATH  Rmax= 4.964,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000                                        Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00000    100.00     12.00     2   2.4573
#           2       0.00000     22.76      6.00     2   3.4752
#           3       0.00000     10.56     48.00     3   3.6859
#           4       0.00000      9.47     48.00     3   4.1949
#           5       0.00000     55.39     24.00     2   4.2562
#           6       0.00000     11.03     48.00     3   4.5854
#           7       0.00000     22.13     96.00     3   4.5854
#           8       0.00000     19.10     12.00     2   4.9146
#           9       0.00000      8.56     12.00     3   4.9146
#          10       0.00000     49.90     24.00     3   4.9146
#          11       0.00000     10.29     12.00     4   4.9146
#          12       0.00000      4.04     12.00     4   4.9146
#          14       0.00000     40.97     12.00     4   4.9146
#    13/  15 paths used
#  xsedge+50, used to normalize mu           2.6776E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
    9084.093    730.075  13.950  8.31270E-01  8.35057E-01 -4.52005E-03
    9089.417    735.400  14.000  8.28417E-01  8.33800E-01 -6.43543E-03
    9094.761    740.743  14.050  8.27607E-01  8.32505E-01 -5.86488E-03
    9100.123    746.106  14.100  8.27895E-01  8.31211E-01 -3.97616E-03
    9105.505    751.487  14.150  8.28117E-01  8.29916E-01 -2.16103E-03
    9110.905    756.888  14.200  8.27229E-01  8.28622E-01 -1.67538E-03
    9116.325    762.308  14.250  8.24564E-01  8.27327E-01 -3.33006E-03
    9121.764    767.746  14.300  8.19987E-01  8.26033E-01 -7.29700E-03
    9127.222    773.204  14.350  8.13926E-01  8.24739E-01 -1.30704E-02
    9132.699    778.681  14.400  8.07267E-01  8.23444E-01 -1.95868E-02
    9138.194    784.177  14.450  8.01144E-01  8.22150E-01 -2.54731E-02
    9143.709    789.692  14.500  7.96680E-01  8.20855E-01 -2.93630E-02
    9149.243    795.226  14.550  7.94728E-01  8.19561E-01 -3.02095E-02
    9154.796    800.779  14.600  7.95678E-01  8.18266E-01 -2.75236E-02
    9160.369    806.351  14.650  7.99366E-01  8.16972E-01 -2.14870E-02
    9165.960    811.942  14.700  8.05111E-01  8.15678E-01 -1.29164E-02
    9171.570    817.552  14.750  8.11859E-01  8.14383E-01 -3.09038E-03
    9177.199    823.182  14.800  8.18406E-01  8.13089E-01  6.52082E-03
    9182.847    828.830  14.850  8.23648E-01  8.11794E-01  1.45595E-02
    9188.515    834.497  14.900  8.26799E-01  8.10500E-01  2.00517E-02
    9194.201    840.184  14.950  8.27534E-01  8.09205E-01  2.25853E-02
    9199.907    845.889  15.000  8.26026E-01  8.07911E-01  2.23585E-02
    9205.631    851.614  15.050  8.22916E-01  8.06602E-01  2.01686E-02
    9211.375    857.357  15.100  8.18960E-01  8.05293E-01  1.69246E-02
    9217.137    863.120  15.150  8.15043E-01  8.03983E-01  1.37180E-02
    9222.919    868.901  15.200  8.11883E-01  8.02674E-01  1.14412E-02
    9228.720    874.702  15.250  8.09856E-01  8.01365E-01  1.05675E-02
    9234.539    880.522  15.300  8.08909E-01  8.00056E-01  1.10369E-02
    9240.378    886.361  15.350  8.08577E-01  7.98746E-01  1.22746E-02
    9246.236    892.218  15.400  8.08101E-01  7.97437E-01  1.33376E-02
    9252.113    898.095  15.450  8.06631E-01  7.96128E-01  1.31581E-02
    9258.009    903.991  15.500  8.03447E-01  7.94819E-01  1.08278E-02
    9263.924    909.906  15.550  7.98169E-01  7.93510E-01  5.85713E-03
    9269.858    915.840  15.600  7.90889E-01  7.92200E-01 -1.65086E-03
    9275.811    921.793  15.650  7.82204E-01  7.90891E-01 -1.09565E-02
    9281.783    927.766  15.700  7.73132E-01  7.89582E-01 -2.07831E-02
    9287.774    933.757  15.750  7.64927E-01  7.88273E-01 -2.95444E-02
    9293.785    939.767  15.800  7.58837E-01  7.86963E-01 -3.56547E-02
    9299.814    945.796  15.850  7.55842E-01  7.85654E-01 -3.78562E-02
    9305.862    951.845  15.900  7.56439E-01  7.84345E-01 -3.54956E-02
    9311.930    957.912  15.950  7.60521E-01  7.83036E-01 -2.86872E-02
    9318.016    963.999  16.000  7.67367E-01  7.81727E-01 -1.83269E-02
    9324.122    970.104  16.050  7.75687E-01  7.80362E-01 -5.97773E-03
    9330.246    976.229  16.100  7.84095E-01  7.78998E-01  6.52877E-03
    9336.390    982.372  16.150  7.91107E-01  7.77633E-01  1.72897E-02
    9342.552    988.535  16.200  7.95509E-01  7.76269E-01  2.47324E-02
    9348.734    994.717  16.250  7.96574E-01  7.74905E-01  2.79054E-02
    9354.935   1000.917  16.300  7.94197E-01  7.73540E-01  2.66493E-02
    9361.155   1007.137  16.350  7.88898E-01  7.72176E-01  2.16128E-02
    9367.393   1013.376  16.400  7.81709E-01  7.70812E-01  1.41096E-02
    9373.651   1019.634  16.450  7.73955E-01  7.69447E-01  5.84736E-03
    9379.928   1025.911  16.500  7.66992E-01  7.68083E-01 -1.41812E-03
    9386.224   1032.207  16.550  7.61931E-01  7.66718E-01 -6.23301E-03
    9392.539   1038.522  16.600  7.59428E-01  7.65354E-01 -7.72932E-03
    9398.873   1044.856  16.650  7.59561E-01  7.63990E-01 -5.78657E-03
    9405.227   1051.209  16.700  7.61831E-01  7.62625E-01 -1.03998E-03
    9411.599   1057.581  16.750  7.65275E-01  7.61261E-01  5.26458E-03
    9417.990   1063.972  16.800  7.68678E-01  7.59897E-01  1.15376E-02
    9424.400   1070.383  16.850  7.70824E-01  7.58532E-01  1.61791E-02
    9430.830   1076.812  16.900  7.70750E-01  7.57168E-01  1.79106E-02
    9437.278   1083.261  16.950  7.67943E-01  7.55804E-01  1.60381E-02
    9443.746   1089.728  17.000  7.62444E-01  7.54439E-01  1.05944E-02
    9450.232   1096.214  17.050  7.54828E-01  7.53085E-01  2.31068E-03
    9456.738   1102.720  17.100  7.46110E-01  7.51732E-01 -7.46827E-03
    9463.262   1109.245  17.150  7.37534E-01  7.50378E-01 -1.70924E-02
    9469.806   1115.788  17.200  7.30336E-01  7.49024E-01 -2.49166E-02
    9476.369   1122.351  17.250  7.25500E-01  7.47671E-01 -2.96134E-02
    9482.950   1128.933  17.300  7.23586E-01  7.46317E-01 -3.04168E-02
    9489.551   1135.533  17.350  7.24636E-01  7.44963E-01 -2.72509E-02
    9496.171   1142.153  17.400  7.28181E-01  7.43609E-01 -2.07223E-02
    9502.810   1148.792  17.450  7.33351E-01  7.42256E-01 -1.19819E-02
    9509.468   1155.450  17.500  7.39056E-01  7.40902E-01 -2.48839E-03
    9516.145   1162.127  17.550  7.44194E-01  7.39548E-01  6.27497E-03
    9522.841   1168.823  17.600  7.47857E-01  7.38194E-01  1.30745E-02
    9529.556   1175.538  17.650  7.49481E-01  7.36841E-01  1.71355E-02
    9536.290   1182.272  17.700  7.48924E-01  7.35487E-01  1.82499E-02
    9543.043   1189.026  17.750  7.46455E-01  7.34133E-01  1.67663E-02
    9549.815   1195.798  17.800  7.42661E-01  7.32780E-01  1.34706E-02
    9556.607   1202.589  17.850  7.38300E-01  7.31426E-01  9.38848E-03
    9563.417   1209.400  17.900  7.34131E-01  7.30072E-01  5.55369E-03
    9570.246   1216.229  17.950  7.30755E-01  7.28718E-01  2.79242E-03
    9577.095   1223.077  18.000  7.28505E-01  7.27365E-01  1.56652E-03
    9583.962   1229.945  18.050  7.27384E-01  7.25982E-01  1.92891E-03
    9590.849   1236.831  18.100  7.27130E-01  7.24600E-01  3.48900E-03
    9597.755   1243.737  18.150  7.27246E-01  7.23217E-01  5.56542E-03
    9604.679   1250.662  18.200  7.27146E-01  7.21835E-01  7.35246E-03
    9611.623   1257.605  18.250  7.26302E-01  7.20453E-01  8.11237E-03
    9618.586   1264.568  18.300  7.24355E-01  7.19070E-01  7.34372E-03
    9625.567   1271.550  18.350  7.21200E-01  7.17688E-01  4.89078E-03
    9632.568   1278.551  18.400  7.17003E-01  7.16306E-01  9.73630E-04
    9639.588   1285.571  18.450  7.12159E-01  7.14923E-01 -3.86371E-03
    9646.627   1292.610  18.500  7.07207E-01  7.13541E-01 -8.87171E-03
    9653.685   1299.668  18.550  7.02716E-01  7.12158E-01 -1.32518E-02
    9660.762   1306.745  18.600  6.99174E-01  7.10776E-01 -1.63157E-02
    9667.858   1313.841  18.650  6.96893E-01  7.09394E-01 -1.76140E-02
    9674.973   1320.956  18.700  6.95964E-01  7.08011E-01 -1.70086E-02
    9682.108   1328.090  18.750  6.96254E-01  7.06629E-01 -1.46775E-02
    9689.261   1335.243  18.800  6.97446E-01  7.05246E-01 -1.10567E-02
    9696.433   1342.416  18.850  6.99123E-01  7.03864E-01 -6.73459E-03
    9703.624   1349.607  18.900  7.00847E-01  7.02482E-01 -2.32661E-03
    9710.835   1356.817  18.950  7.02250E-01  7.01099E-01  1.64141E-03
    9718.064   1364.047  19.000  7.03088E-01  6.99717E-01  4.81742E-03
    9725.313   1371.295  19.050  7.03278E-01  6.98341E-01  7.06819E-03
    9732.580   1378.563  19.100  7.02838E-01  6.96966E-01  8.42501E-03
    9739.867   1385.849  19.150  7.01908E-01  6.95590E-01  9.08215E-03
    9747.173   1393.155  19.200  7.00665E-01  6.94215E-01  9.29272E-03
    9754.497   1400.480  19.250  6.99269E-01  6.92839E-01  9.28171E-03
    9761.841   1407.823  19.300  6.97810E-01  6.91464E-01  9.17925E-03
    9769.204   1415.186  19.350  6.96291E-01  6.90088E-01  8.99028E-03
    9776.586   1422.568  19.400  6.94639E-01  6.88712E-01  8.60668E-03
    9783.986   1429.969  19.450  6.92735E-01  6.87337E-01  7.85652E-03
    9791.406   1437.389  19.500  6.90470E-01  6.85961E-01  6.57529E-03
    9798.845   1444.828  19.550  6.87788E-01  6.84586E-01  4.67871E-03
    9806.303   1452.286  19.600  6.84723E-01  6.83210E-01  2.21583E-03
    9813.781   1459.763  19.650  6.81417E-01  6.81835E-01 -6.13083E-04
    9821.277   1467.259  19.700  6.78092E-01  6.80459E-01 -3.48086E-03
    9828.792   1474.774  19.750  6.75014E-01  6.79083E-01 -5.99552E-03
    9836.326   1482.309  19.800  6.72434E-01  6.77708E-01 -7.78603E-03
    9843.879   1489.862  19.850  6.70526E-01  6.76332E-01 -8.59078E-03
    9851.452   1497.434  19.900  6.69341E-01  6.74957E-01 -8.32633E-03
    9859.043   1505.026  19.950  6.68790E-01  6.73581E-01 -7.11812E-03
    9866.654   1512.636  20.000  6.68657E-01  6.72206E-01 -5.28311E-03
