# comment: None given                          Feff8L (EXAFS)       0.1      
# Source:
# Structure Summary:  Cu1
# Reduced formula:  Cu
# space group: (Fm-3m), space number:  (225)
# abc:  2.529625   2.529625   2.529625
# angles: 60.000000  60.000000  60.000000
# sites: 1
# POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=29 Rmt= 1.433 Rnm= 1.488 K  shell
# Pot 1 Z=29 Rmt= 1.359 Rnm= 1.402
# Gam_ch=1.729E+00 H-L exch
# Mu=-3.472E+00 kf=1.806E+00 Vint=-1.591E+01 Rs_int= 2.008
# PATH  Rmax= 4.425,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000                                        Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00000    100.00     12.00     2   2.5296
#           2       0.00000     23.24      6.00     2   3.5774
#           3       0.00000     12.39     48.00     3   3.7944
#           4       0.00000      9.23     48.00     3   4.3183
#           5       0.00000     56.14     24.00     2   4.3814
#     5/   5 paths used
#  xsedge+50, used to normalize mu           2.4815E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
    9550.967    558.967  12.150  8.71784E-01  8.85711E-01 -1.56830E-02
    9555.606    563.606  12.200  8.56225E-01  8.84586E-01 -3.19765E-02
    9560.263    568.264  12.250  8.45148E-01  8.83461E-01 -4.32523E-02
    9564.940    572.940  12.300  8.39079E-01  8.82336E-01 -4.88949E-02
    9569.636    577.636  12.350  8.37829E-01  8.81211E-01 -4.90978E-02
    9574.351    582.351  12.400  8.40586E-01  8.80086E-01 -4.47608E-02
    9579.085    587.085  12.450  8.46099E-01  8.78961E-01 -3.72861E-02
    9583.837    591.838  12.500  8.52916E-01  8.77836E-01 -2.83107E-02
    9588.609    596.610  12.550  8.59636E-01  8.76711E-01 -1.94230E-02
    9593.401    601.401  12.600  8.65130E-01  8.75586E-01 -1.19095E-02
    9598.211    606.211  12.650  8.68699E-01  8.74461E-01 -6.57128E-03
    9603.040    611.040  12.700  8.70150E-01  8.73336E-01 -3.63843E-03
    9607.888    615.888  12.750  8.69772E-01  8.72211E-01 -2.78922E-03
    9612.755    620.756  12.800  8.68233E-01  8.71086E-01 -3.26656E-03
    9617.642    625.642  12.850  8.66414E-01  8.69961E-01 -4.06565E-03
    9622.547    630.547  12.900  8.65214E-01  8.68836E-01 -4.15698E-03
    9627.471    635.472  12.950  8.65359E-01  8.67711E-01 -2.70369E-03
    9632.415    640.415  13.000  8.67251E-01  8.66586E-01  7.65082E-04
    9637.377    645.378  13.050  8.70853E-01  8.65376E-01  6.31020E-03
    9642.359    650.359  13.100  8.75831E-01  8.64166E-01  1.34591E-02
    9647.359    655.360  13.150  8.81422E-01  8.62956E-01  2.13360E-02
    9652.379    660.380  13.200  8.86636E-01  8.61746E-01  2.87996E-02
    9657.418    665.418  13.250  8.90433E-01  8.60536E-01  3.46408E-02
    9662.476    670.476  13.300  8.91898E-01  8.59326E-01  3.77939E-02
    9667.552    675.553  13.350  8.90411E-01  8.58116E-01  3.75247E-02
    9672.648    680.649  13.400  8.85752E-01  8.56906E-01  3.35645E-02
    9677.763    685.764  13.450  8.78152E-01  8.55696E-01  2.61655E-02
    9682.897    690.898  13.500  8.68259E-01  8.54486E-01  1.60708E-02
    9688.050    696.051  13.550  8.57045E-01  8.53276E-01  4.40464E-03
    9693.222    701.223  13.600  8.45658E-01  8.52066E-01 -7.49836E-03
    9698.413    706.414  13.650  8.35243E-01  8.50856E-01 -1.82946E-02
    9703.623    711.624  13.700  8.26782E-01  8.49646E-01 -2.68299E-02
    9708.853    716.853  13.750  8.20946E-01  8.48436E-01 -3.23031E-02
    9714.101    722.101  13.800  8.18022E-01  8.47226E-01 -3.43669E-02
    9719.368    727.369  13.850  8.17882E-01  8.46016E-01 -3.31537E-02
    9724.654    732.655  13.900  8.20043E-01  8.44806E-01 -2.92231E-02
    9729.960    737.960  13.950  8.23759E-01  8.43595E-01 -2.34432E-02
    9735.284    743.285  14.000  8.28166E-01  8.42385E-01 -1.68284E-02
    9740.628    748.628  14.050  8.32463E-01  8.41217E-01 -1.03750E-02
    9745.990    753.991  14.100  8.35978E-01  8.40049E-01 -4.83180E-03
    9751.372    759.372  14.150  8.38293E-01  8.38881E-01 -6.99590E-04
    9756.773    764.773  14.200  8.39296E-01  8.37713E-01  1.88348E-03
    9762.192    770.193  14.250  8.39173E-01  8.36545E-01  3.13207E-03
    9767.631    775.632  14.300  8.38342E-01  8.35377E-01  3.53861E-03
    9773.089    781.089  14.350  8.37345E-01  8.34209E-01  3.74820E-03
    9778.566    786.566  14.400  8.36724E-01  8.33041E-01  4.40787E-03
    9784.062    792.062  14.450  8.36894E-01  8.31873E-01  6.01824E-03
    9789.577    797.577  14.500  8.38050E-01  8.30705E-01  8.81544E-03
    9795.111    803.111  14.550  8.40107E-01  8.29537E-01  1.27050E-02
    9800.664    808.664  14.600  8.42709E-01  8.28368E-01  1.72598E-02
    9806.236    814.236  14.650  8.45274E-01  8.27200E-01  2.17839E-02
    9811.827    819.827  14.700  8.47101E-01  8.26032E-01  2.54301E-02
    9817.437    825.438  14.750  8.47493E-01  8.24864E-01  2.73515E-02
    9823.066    831.067  14.800  8.45887E-01  8.23696E-01  2.68607E-02
    9828.715    836.715  14.850  8.41971E-01  8.22528E-01  2.35677E-02
    9834.382    842.382  14.900  8.35754E-01  8.21360E-01  1.74729E-02
    9840.068    848.069  14.950  8.27593E-01  8.20192E-01  8.99710E-03
    9845.774    853.774  15.000  8.18156E-01  8.19024E-01 -1.05694E-03
    9851.498    859.499  15.050  8.08150E-01  8.17731E-01 -1.16829E-02
    9857.242    865.242  15.100  7.98723E-01  8.16439E-01 -2.16355E-02
    9863.004    871.005  15.150  7.90847E-01  8.15146E-01 -2.97243E-02
    9868.786    876.787  15.200  7.85315E-01  8.13854E-01 -3.49671E-02
    9874.587    882.587  15.250  7.82628E-01  8.12561E-01 -3.67352E-02
    9880.406    888.407  15.300  7.82921E-01  8.11269E-01 -3.48459E-02
    9886.245    894.246  15.350  7.85945E-01  8.09976E-01 -2.95877E-02
    9892.103    900.104  15.400  7.91108E-01  8.08684E-01 -2.16748E-02
    9897.980    905.981  15.450  7.97565E-01  8.07391E-01 -1.21386E-02
    9903.876    911.876  15.500  8.04342E-01  8.06099E-01 -2.17330E-03
    9909.791    917.791  15.550  8.10485E-01  8.04806E-01  7.03814E-03
    9915.725    923.726  15.600  8.15188E-01  8.03514E-01  1.44917E-02
    9921.678    929.679  15.650  8.17901E-01  8.02221E-01  1.94962E-02
    9927.650    935.651  15.700  8.18396E-01  8.00929E-01  2.17545E-02
    9933.641    941.642  15.750  8.16774E-01  7.99636E-01  2.13801E-02
    9939.652    947.652  15.800  8.13428E-01  7.98344E-01  1.88495E-02
    9945.681    953.682  15.850  8.08955E-01  7.97051E-01  1.48998E-02
    9951.729    959.730  15.900  8.04047E-01  7.95759E-01  1.03908E-02
    9957.797    965.797  15.950  7.99368E-01  7.94466E-01  6.15521E-03
    9963.883    971.884  16.000  7.95449E-01  7.93174E-01  2.86244E-03
    9969.989    977.989  16.050  7.92637E-01  7.91917E-01  9.07183E-04
    9976.113    984.114  16.100  7.90958E-01  7.90659E-01  3.76465E-04
    9982.257    990.257  16.150  7.90241E-01  7.89402E-01  1.06048E-03
    9988.419    996.420  16.200  7.90118E-01  7.88145E-01  2.49771E-03
    9994.601   1002.602  16.250  7.90101E-01  7.86888E-01  4.07502E-03
   10000.802   1008.802  16.300  7.89687E-01  7.85631E-01  5.15189E-03
   10007.022   1015.022  16.350  7.88450E-01  7.84374E-01  5.18636E-03
   10013.261   1021.261  16.400  7.86131E-01  7.83116E-01  3.84104E-03
   10019.518   1027.519  16.450  7.82683E-01  7.81859E-01  1.05087E-03
   10025.795   1033.796  16.500  7.78288E-01  7.80602E-01 -2.95824E-03
   10032.091   1040.092  16.550  7.73330E-01  7.79345E-01 -7.70243E-03
   10038.406   1046.407  16.600  7.68328E-01  7.78088E-01 -1.25183E-02
   10044.741   1052.741  16.650  7.63853E-01  7.76831E-01 -1.66728E-02
   10051.094   1059.094  16.700  7.60432E-01  7.75574E-01 -1.94852E-02
   10057.466   1065.466  16.750  7.58458E-01  7.74316E-01 -2.04409E-02
   10063.857   1071.858  16.800  7.58128E-01  7.73059E-01 -1.92780E-02
   10070.267   1078.268  16.850  7.59405E-01  7.71802E-01 -1.60322E-02
   10076.697   1084.697  16.900  7.62027E-01  7.70545E-01 -1.10337E-02
   10083.145   1091.146  16.950  7.65544E-01  7.69288E-01 -4.85727E-03
   10089.613   1097.613  17.000  7.69389E-01  7.68031E-01  1.76557E-03
   10096.099   1104.100  17.050  7.72956E-01  7.66724E-01  8.11295E-03
   10102.605   1110.605  17.100  7.75717E-01  7.65418E-01  1.34319E-02
   10109.129   1117.130  17.150  7.77250E-01  7.64111E-01  1.71658E-02
   10115.673   1123.673  17.200  7.77320E-01  7.62805E-01  1.89972E-02
   10122.236   1130.236  17.250  7.75900E-01  7.61498E-01  1.88805E-02
   10128.817   1136.818  17.300  7.73159E-01  7.60192E-01  1.70304E-02
   10135.418   1143.419  17.350  7.69428E-01  7.58886E-01  1.38703E-02
   10142.038   1150.038  17.400  7.65129E-01  7.57579E-01  9.94998E-03
   10148.677   1156.677  17.450  7.60703E-01  7.56273E-01  5.84967E-03
   10155.335   1163.335  17.500  7.56543E-01  7.54966E-01  2.08526E-03
   10162.012   1170.012  17.550  7.52929E-01  7.53660E-01 -9.67891E-04
   10168.708   1176.708  17.600  7.50002E-01  7.52353E-01 -3.12113E-03
   10175.423   1183.423  17.650  7.47751E-01  7.51047E-01 -4.38191E-03
   10182.157   1190.158  17.700  7.46041E-01  7.49741E-01 -4.92697E-03
   10188.910   1196.911  17.750  7.44653E-01  7.48434E-01 -5.04578E-03
   10195.683   1203.683  17.800  7.43338E-01  7.47128E-01 -5.06623E-03
   10202.474   1210.474  17.850  7.41880E-01  7.45821E-01 -5.27697E-03
   10209.284   1217.285  17.900  7.40145E-01  7.44515E-01 -5.86134E-03
   10216.114   1224.114  17.950  7.38107E-01  7.43208E-01 -6.85505E-03
   10222.962   1230.962  18.000  7.35859E-01  7.41902E-01 -8.13521E-03
   10229.829   1237.830  18.050  7.33555E-01  7.40580E-01 -9.47429E-03
   10236.716   1244.717  18.100  7.31492E-01  7.39258E-01 -1.04938E-02
   10243.622   1251.622  18.150  7.29939E-01  7.37936E-01 -1.08260E-02
   10250.546   1258.547  18.200  7.29121E-01  7.36615E-01 -1.01626E-02
   10257.490   1265.490  18.250  7.29165E-01  7.35293E-01 -8.32498E-03
   10264.453   1272.453  18.300  7.30068E-01  7.33971E-01 -5.31264E-03
   10271.434   1279.435  18.350  7.31679E-01  7.32649E-01 -1.32232E-03
   10278.435   1286.436  18.400  7.33719E-01  7.31327E-01  3.26798E-03
   10285.455   1293.456  18.450  7.35812E-01  7.30005E-01  7.94751E-03
   10292.494   1300.495  18.500  7.37542E-01  7.28683E-01  1.21463E-02
   10299.552   1307.553  18.550  7.38515E-01  7.27361E-01  1.53217E-02
   10306.629   1314.630  18.600  7.38424E-01  7.26040E-01  1.70434E-02
   10313.725   1321.726  18.650  7.37093E-01  7.24718E-01  1.70624E-02
   10320.840   1328.841  18.700  7.34510E-01  7.23396E-01  1.53531E-02
   10327.975   1335.975  18.750  7.30832E-01  7.22074E-01  1.21202E-02
   10335.128   1343.128  18.800  7.26356E-01  7.20752E-01  7.76988E-03
   10342.300   1350.301  18.850  7.21482E-01  7.19430E-01  2.84947E-03
   10349.492   1357.492  18.900  7.16647E-01  7.18108E-01 -2.03383E-03
   10356.702   1364.702  18.950  7.12266E-01  7.16787E-01 -6.30283E-03
   10363.931   1371.932  19.000  7.08669E-01  7.15465E-01 -9.49359E-03
   10371.180   1379.180  19.050  7.06043E-01  7.14153E-01 -1.13517E-02
   10378.447   1386.448  19.100  7.04452E-01  7.12842E-01 -1.17644E-02
   10385.734   1393.734  19.150  7.03802E-01  7.11531E-01 -1.08587E-02
   10393.040   1401.040  19.200  7.03867E-01  7.10220E-01 -8.94190E-03
   10400.364   1408.365  19.250  7.04340E-01  7.08908E-01 -6.44206E-03
   10407.708   1415.709  19.300  7.04886E-01  7.07597E-01 -3.83071E-03
   10415.071   1423.071  19.350  7.05196E-01  7.06286E-01 -1.54211E-03
   10422.453   1430.453  19.400  7.05043E-01  7.04974E-01  9.77315E-05
   10429.854   1437.854  19.450  7.04311E-01  7.03663E-01  9.20464E-04
   10437.273   1445.274  19.500  7.03009E-01  7.02352E-01  9.35462E-04
   10444.712   1452.713  19.550  7.01263E-01  7.01040E-01  3.17935E-04
   10452.171   1460.171  19.600  6.99287E-01  6.99729E-01 -6.32027E-04
   10459.648   1467.648  19.650  6.97334E-01  6.98418E-01 -1.55166E-03
   10467.144   1475.144  19.700  6.95651E-01  6.97107E-01 -2.08765E-03
   10474.659   1482.659  19.750  6.94428E-01  6.95795E-01 -1.96542E-03
   10482.193   1490.194  19.800  6.93760E-01  6.94484E-01 -1.04334E-03
   10489.746   1497.747  19.850  6.93628E-01  6.93173E-01  6.57261E-04
   10497.319   1505.319  19.900  6.93903E-01  6.91861E-01  2.95149E-03
   10504.910   1512.911  19.950  6.94360E-01  6.90550E-01  5.51945E-03
   10512.521   1520.521  20.000  6.94722E-01  6.89239E-01  7.95895E-03
