   9809     AichiSR  BL5S1
 Ref Ti4O7       22.09.16 10:16 - 22.09.16 10:18
                                                                                 
 Ring :   1.2 GeV   300.2 mA -  300.3 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle= 23.66393 deg
 BL5S1    Transmission ( 2)   Repetition=  1     Points= 4632
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1        4665.33   6065.33        0.30       0.02      4634
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  4466.100 10608.300 72342.100
  22.22358  22.22445    0.0234   8459994   2732812   1382228
  22.22228  22.22318    0.0234   8470374   2736542   1380348
  22.22097  22.22189    0.0234   8473224   2740742   1391268
  22.21967  22.22056    0.0234   8477334   2741392   1391918
  22.21836  22.21924    0.0234   8486184   2747852   1399078
  22.21706  22.21795    0.0234   8493224   2754432   1382228
  22.21575  22.21666    0.0234   8488494   2756392   1391308
  22.21444  22.21535    0.0234   8495594   2757852   1394748
  22.21314  22.21404    0.0234   8499924   2760742   1397658
  22.21183  22.21278    0.0234   8497684   2762282   1402078
  22.21053  22.21147    0.0234   8497154   2762972   1414538
  22.20922  22.21014    0.0234   8503424   2770322   1397388
  22.20792  22.20882    0.0234   8502424   2768742   1412658
  22.20661  22.20753    0.0234   8495154   2771392   1415468
  22.20531  22.20622    0.0234   8497884   2771472   1410888
  22.20400  22.20489    0.0234   8498844   2775202   1408458
  22.20269  22.20360    0.0234   8492554   2777272   1413558
  22.20139  22.20231    0.0234   8489884   2774592   1417888
  22.20008  22.20099    0.0234   8493154   2781822   1419768
  22.19878  22.19966    0.0234   8490384   2782472   1421808
  22.19747  22.19836    0.0234   8486614   2781862   1418428
  22.19617  22.19707    0.0234   8489614   2782972   1424008
  22.19486  22.19576    0.0234   8484804   2785592   1423928
  22.19356  22.19444    0.0234   8478264   2786052   1432388
  22.19225  22.19316    0.0234   8476334   2788092   1439238
  22.19094  22.19187    0.0234   8475894   2792012   1432948
  22.18964  22.19054    0.0234   8461794   2787402   1429428
  22.18833  22.18923    0.0234   8456874   2786402   1424388
  22.18703  22.18793    0.0234   8453524   2789322   1435048
  22.18572  22.18665    0.0234   8444024   2786782   1434508
  22.18442  22.18534    0.0234   8431214   2782552   1433388
  22.18311  22.18403    0.0234   8437294   2786092   1436318
  22.18181  22.18276    0.0234   8434144   2791172   1435048
  22.18050  22.18145    0.0234   8431174   2792282   1437158
  22.17919  22.18011    0.0234   8432314   2794312   1439338
  22.17789  22.17879    0.0234   8461184   2805982   1440968
  22.17658  22.17750    0.0234   8478374   2813212   1452388
  22.17528  22.17619    0.0234   8486144   2815442   1460238
  22.17397  22.17486    0.0234   8502224   2827132   1475508
  22.17267  22.17357    0.0234   8513074   2829292   1471778
  22.17136  22.17229    0.0234   8519384   2833482   1472668
  22.17006  22.17096    0.0234   8522074   2840172   1488088
  22.16875  22.16963    0.0234   8530044   2844332   1476938
  22.16744  22.16833    0.0234   8531294   2847562   1486538
  22.16614  22.16704    0.0234   8537344   2848212   1491628
  22.16483  22.16573    0.0234   8539844   2853872   1488438
  22.16353  22.16441    0.0234   8538114   2856752   1490518
  22.16222  22.16314    0.0234   8541384   2856452   1507098
  22.16092  22.16184    0.0234   8544004   2861332   1493518
  22.15961  22.16051    0.0234   8537384   2861492   1491978
  22.15831  22.15920    0.0234   8536004   2864912   1506358
  22.15700  22.15790    0.0234   8538504   2864682   1515328
  22.15569  22.15662    0.0234   8533614   2866412   1501558
  22.15439  22.15530    0.0234   8530904   2868252   1505228
  22.15308  22.15400    0.0234   8528194   2868682   1493438
  22.15178  22.15271    0.0234   8531964   2869912   1510058
  22.15047  22.15140    0.0234   8520194   2873032   1520788
  22.14917  22.15006    0.0234   8522154   2873262   1514748
  22.14786  22.14875    0.0234   8524154   2878372   1517438
  22.14656  22.14746    0.0234   8517534   2877992   1525558
  22.14525  22.14615    0.0234   8515494   2878952   1512518
  22.14394  22.14482    0.0234   8517264   2879222   1524598
  22.14264  22.14353    0.0234   8514594   2881752   1525238
  22.14133  22.14225    0.0234   8507264   2885262   1532178
  22.14003  22.14092    0.0234   8504574   2881262   1535248
  22.13872  22.13959    0.0234   8502684   2882142   1518788
  22.13742  22.13830    0.0234   8488954   2883532   1525708
  22.13611  22.13701    0.0234   8483614   2887222   1532978
  22.13481  22.13571    0.0234   8481414   2886452   1535788
  22.13350  22.13439    0.0234   8475994   2885412   1538978
  22.13219  22.13312    0.0234   8470834   2883452   1536748
  22.13089  22.13183    0.0234   8477744   2888992   1533048
  22.12958  22.13050    0.0234   8476684   2892842   1553758
  22.12828  22.12919    0.0234   8488994   2899912   1547908
  22.12697  22.12790    0.0234   8508994   2906422   1551408
  22.12567  22.12661    0.0234   8527304   2912652   1571408
  22.12436  22.12529    0.0234   8538924   2921152   1567638
  22.12306  22.12397    0.0234   8546504   2926342   1558948
  22.12175  22.12269    0.0234   8557734   2932232   1566758
  22.12044  22.12138    0.0234   8564434   2936732   1568838
  22.11914  22.12004    0.0234   8567144   2941842   1590748
  22.11783  22.11873    0.0234   8573084   2946732   1584988
  22.11653  22.11743    0.0234   8578204   2951922   1582528
  22.11522  22.11613    0.0234   8576124   2949962   1590488
  22.11392  22.11480    0.0234   8581774   2956812   1589798
  22.11261  22.11351    0.0234   8584394   2961042   1596258
  22.11131  22.11224    0.0234   8583894   2960312   1600608
  22.11000  22.11091    0.0234   8577974   2960692   1608648
  22.10869  22.10959    0.0234   8582774   2964622   1601688
  22.10739  22.10829    0.0234   8581124   2965082   1602608
  22.10608  22.10700    0.0234   8574914   2967892   1605748
  22.10478  22.10570    0.0234   8576234   2967932   1597458
  22.10347  22.10438    0.0234   8568934   2971042   1610228
  22.10217  22.10311    0.0234   8573044   2972202   1621498
  22.10086  22.10182    0.0234   8567394   2974392   1611228
  22.09956  22.10048    0.0234   8569934   2978352   1616878
  22.09825  22.09917    0.0234   8565664   2976202   1619108
  22.09694  22.09787    0.0234   8564814   2979852   1615298
  22.09564  22.09657    0.0234   8564464   2980812   1619068
  22.09433  22.09525    0.0234   8556714   2983232   1635718
  22.09303  22.09394    0.0234   8556194   2985662   1624108
  22.09172  22.09266    0.0234   8553424   2985002   1627688
  22.09042  22.09134    0.0234   8545314   2985662   1627998
  22.08911  22.09001    0.0234   8539734   2988702   1632228
  22.08781  22.08870    0.0234   8535814   2989892   1630108
  22.08650  22.08741    0.0234   8527884   2991042   1637148
  22.08519  22.08611    0.0234   8516964   2987122   1633808
  22.08389  22.08479    0.0234   8506844   2988972   1621418
  22.08258  22.08350    0.0234   8512444   2992242   1632098
  22.08128  22.08222    0.0234   8508194   2994512   1629078
  22.07997  22.08090    0.0234   8503494   2997472   1643038
  22.07867  22.07958    0.0234   8514464   3002932   1651308
  22.07736  22.07828    0.0234   8539344   3008352   1656078
  22.07606  22.07700    0.0234   8554624   3019662   1651768
  22.07475  22.07569    0.0234   8567234   3028512   1656848
  22.07344  22.07437    0.0234   8580854   3036472   1663118
  22.07214  22.07311    0.0234   8590164   3043712   1686578
  22.07083  22.07181    0.0234   8596304   3048092   1684878
  22.06953  22.07047    0.0234   8609054   3051362   1673468
  22.06822  22.06915    0.0234   8611204   3058632   1679238
  22.06692  22.06785    0.0234   8613784   3062022   1676238
  22.06561  22.06655    0.0234   8622404   3065752   1694778
  22.06431  22.06523    0.0234   8625404   3071942   1705898
  22.06300  22.06392    0.0234   8624174   3072602   1703198
  22.06169  22.06264    0.0234   8623824   3073752   1698358
  22.06039  22.06133    0.0234   8630094   3082292   1710668
  22.05908  22.05999    0.0234   8630544   3085222   1699918
  22.05778  22.05868    0.0234   8620094   3085332   1706278
  22.05647  22.05739    0.0234   8625134   3086442   1707358
  22.05517  22.05609    0.0234   8623014   3090642   1717238
  22.05386  22.05477    0.0234   8619514   3092942   1715548
  22.05256  22.05349    0.0234   8615554   3094982   1717698
  22.05125  22.05221    0.0234   8614864   3098642   1721858
  22.04994  22.05089    0.0234   8614474   3094252   1727318
  22.04864  22.04956    0.0234   8613704   3101872   1716278
  22.04733  22.04827    0.0234   8610364   3103412   1722548
  22.04603  22.04698    0.0234   8607034   3105072   1720658
  22.04472  22.04568    0.0234   8606554   3110682   1726008
  22.04342  22.04437    0.0234   8603354   3111832   1729628
  22.04211  22.04309    0.0234   8598284   3112792   1726628
  22.04081  22.04179    0.0234   8592814   3115222   1725398
  22.03950  22.04045    0.0234   8593054   3115372   1736318
  22.03819  22.03913    0.0234   8581934   3118872   1743748
  22.03689  22.03783    0.0234   8575234   3112222   1738778
  22.03558  22.03653    0.0234   8569434   3115292   1726628
  22.03428  22.03521    0.0234   8565454   3119382   1729848
  22.03297  22.03391    0.0234   8558194   3116642   1732708
  22.03167  22.03263    0.0234   8552354   3119832   1733318
  22.03036  22.03132    0.0234   8561424   3124222   1744858
  22.02906  22.02998    0.0234   8554734   3122302   1752398
  22.02775  22.02868    0.0234   8572434   3133802   1754518
  22.02644  22.02739    0.0234   8597164   3144992   1747628
  22.02514  22.02610    0.0234   8608824   3152722   1760208
  22.02383  22.02478    0.0234   8619474   3159692   1755248
  22.02253  22.02349    0.0234   8630274   3168312   1750738
  22.02122  22.02222    0.0234   8645754   3176342   1764128
  22.01992  22.02090    0.0234   8645214   3178232   1760398
  22.01861  22.01958    0.0234   8646054   3177732   1778138
  22.01731  22.01828    0.0234   8655134   3187502   1775938
  22.01600  22.01700    0.0234   8663404   3195842   1793598
  22.01469  22.01569    0.0234   8660294   3196542   1781748
  22.01339  22.01437    0.0234   8660404   3200812   1777828
  22.01208  22.01309    0.0234   8662594   3199652   1795098
  22.01078  22.01179    0.0234   8657894   3203282   1794558
  22.00947  22.01045    0.0234   8604244   3186382   1779328
  22.00817  22.00913    0.0234   8441104   3130302   1747668
  22.00686  22.00783    0.0234   8192184   3037442   1709508
  22.00556  22.00654    0.0234   8000574   2967502   1671538
  22.00425  22.00521    0.0234   8065194   2995742   1676738
  22.00294  22.00391    0.0234   8330124   3099982   1739858
  22.00164  22.00264    0.0234   8509384   3173002   1777328
  22.00033  22.00132    0.0234   8571044   3191812   1803718
  21.99903  21.99999    0.0234   8591414   3204242   1796748
  21.99772  21.99869    0.0234   8601664   3212162   1799178
  21.99642  21.99740    0.0234   8612244   3217622   1797518
  21.99511  21.99610    0.0234   8620134   3221692   1813298
  21.99381  21.99478    0.0234   8616394   3227622   1823528
  21.99250  21.99349    0.0234   8618164   3228732   1821948
  21.99119  21.99222    0.0234   8617554   3234972   1812448
  21.98989  21.99090    0.0234   8615434   3234972   1823338
  21.98858  21.98958    0.0234   8607204   3234702   1827988
  21.98728  21.98828    0.0234   8605194   3234942   1823218
  21.98597  21.98699    0.0234   8597784   3233432   1834758
  21.98467  21.98567    0.0234   8587084   3233082   1819298
  21.98336  21.98435    0.0234   8584394   3240892   1836028
  21.98206  21.98307    0.0234   8581744   3239312   1825408
  21.98075  21.98177    0.0234   8578204   3241972   1823568
  21.97944  21.98043    0.0234   8579624   3244742   1828338
  21.97814  21.97911    0.0234   8590624   3253122   1843068
  21.97683  21.97781    0.0234   8604594   3259472   1834758
  21.97553  21.97651    0.0234   8623474   3272862   1851338
  21.97422  21.97519    0.0234   8638924   3279292   1855918
  21.97292  21.97389    0.0234   8651524   3285242   1862878
  21.97161  21.97262    0.0234   8658564   3292012   1877308
  21.97031  21.97131    0.0234   8663634   3296012   1863608
  21.96900  21.96998    0.0234   8674374   3302712   1868768
  21.96769  21.96867    0.0234   8677134   3310482   1860568
  21.96639  21.96739    0.0234   8676484   3313712   1876108
  21.96508  21.96609    0.0234   8682874   3317292   1891228
  21.96378  21.96478    0.0234   8686024   3321482   1891808
  21.96247  21.96350    0.0234   8688054   3325262   1884148
  21.96117  21.96222    0.0234   8690374   3326832   1882768
  21.95986  21.96089    0.0234   8688714   3333062   1892308
  21.95856  21.95957    0.0234   8688644   3332792   1884688
  21.95725  21.95826    0.0234   8692214   3337522   1903688
  21.95594  21.95696    0.0234   8691444   3340832   1915038
  21.95464  21.95565    0.0234   8684834   3343062   1914268
  21.95333  21.95433    0.0234   8682404   3346752   1911038
  21.95203  21.95305    0.0234   8689444   3349522   1912428
  21.95072  21.95175    0.0234   8683784   3347842   1917848
  21.94942  21.95041    0.0234   8676524   3343832   1918888
  21.94811  21.94909    0.0234   8682754   3355022   1903658
  21.94681  21.94779    0.0234   8682404   3357602   1914968
  21.94550  21.94650    0.0234   8675444   3356022   1921658
  21.94419  21.94518    0.0234   8675374   3362952   1922618
  21.94289  21.94388    0.0234   8675904   3362492   1921198
  21.94158  21.94261    0.0234   8673334   3363992   1927118
  21.94028  21.94130    0.0234   8665094   3362792   1927508
  21.93897  21.93997    0.0234   8667164   3371162   1925618
  21.93767  21.93867    0.0234   8655214   3363492   1930808
  21.93636  21.93739    0.0234   8646514   3362222   1916118
  21.93506  21.93609    0.0234   8642014   3366062   1923848
  21.93375  21.93477    0.0234   8635744   3365642   1927008
  21.93244  21.93349    0.0234   8627204   3366102   1926738
  21.93114  21.93221    0.0234   8624364   3366332   1936048
  21.92983  21.93088    0.0234   8631134   3371992   1944428
  21.92853  21.92954    0.0234   8627404   3373872   1928038
  21.92722  21.92824    0.0234   8638624   3378202   1936848
  21.92592  21.92694    0.0234   8661324   3389682   1945048
  21.92461  21.92563    0.0234   8677214   3398612   1959588
  21.92331  21.92431    0.0234   8684524   3406152   1964168
  21.92200  21.92303    0.0234   8696484   3412192   1968898
  21.92069  21.92173    0.0234   8710564   3418532   1977008
  21.91939  21.92040    0.0234   8711914   3425342   1978548
  21.91808  21.91908    0.0234   8716604   3428152   1981048
  21.91678  21.91779    0.0234   8720334   3436882   1982588
  21.91547  21.91650    0.0234   8729224   3442192   1974238
  21.91417  21.91518    0.0234   8723904   3441752   1984398
  21.91286  21.91388    0.0234   8729604   3445192   1990248
  21.91156  21.91261    0.0234   8732264   3450082   1996518
  21.91025  21.91130    0.0234   8732344   3452122   2004438
  21.90894  21.90997    0.0234   8732534   3452272   1992708
  21.90764  21.90866    0.0234   8728184   3454502   1986128
  21.90633  21.90739    0.0234   8726874   3460152   1991708
  21.90503  21.90609    0.0234   8728224   3460772   2007288
  21.90372  21.90477    0.0234   8719684   3460422   2010328
  21.90242  21.90348    0.0234   8713514   3459562   2016218
  21.90111  21.90219    0.0234   8710764   3457922   2011558
  21.89981  21.90085    0.0234   8715834   3469432   2024408
  21.89850  21.89952    0.0234   8708104   3462692   2020908
  21.89719  21.89822    0.0234   8699294   3465272   2004788
  21.89589  21.89692    0.0234   8704834   3468162   2007478
  21.89458  21.89561    0.0234   8708144   3468312   2014898
  21.89328  21.89429    0.0234   8699684   3473122   2014098
  21.89197  21.89302    0.0234   8690484   3474582   2017438
  21.89067  21.89171    0.0234   8691094   3473792   2021408
  21.88936  21.89038    0.0234   8687254   3479122   2028638
  21.88806  21.88906    0.0234   8673064   3476002   2027408
  21.88675  21.88777    0.0234   8665444   3475202   2019098
  21.88544  21.88649    0.0234   8653524   3470042   2019828
  21.88414  21.88517    0.0234   8651944   3471812   2025868
  21.88283  21.88387    0.0234   8642594   3470082   2029098
  21.88153  21.88261    0.0234   8629744   3469352   2025138
  21.88022  21.88130    0.0234   8631244   3474162   2027288
  21.87892  21.87997    0.0234   8636654   3480722   2036988
  21.87761  21.87866    0.0234   8636594   3480272   2043748
  21.87631  21.87738    0.0234   8652944   3491432   2054948
  21.87500  21.87608    0.0234   8676484   3504242   2061528
  21.87369  21.87475    0.0234   8693064   3515662   2065408
  21.87239  21.87346    0.0234   8692914   3516552   2049328
  21.87108  21.87218    0.0234   8699144   3522362   2060528
  21.86978  21.87084    0.0234   8717564   3531132   2068988
  21.86847  21.86951    0.0234   8721034   3537012   2086338
  21.86717  21.86821    0.0234   8712404   3540882   2078568
  21.86586  21.86692    0.0234   8723804   3543552   2089378
  21.86456  21.86561    0.0234   8735224   3550862   2090878
  21.86325  21.86429    0.0234   8731954   3554782   2098298
  21.86194  21.86302    0.0234   8722914   3554132   2090688
  21.86064  21.86173    0.0234   8733914   3561252   2084718
  21.85933  21.86040    0.0234   8737074   3564322   2093878
  21.85803  21.85908    0.0234   8731304   3563942   2101418
  21.85672  21.85779    0.0234   8728344   3563212   2110378
  21.85542  21.85650    0.0234   8728264   3567982   2120838
  21.85411  21.85519    0.0234   8725404   3567692   2105458
  21.85281  21.85390    0.0234   8723874   3569592   2106418
  21.85150  21.85263    0.0234   8720684   3574062   2104608
  21.85019  21.85133    0.0234   8714334   3571982   2120108
  21.84889  21.85000    0.0234   8711724   3577022   2120728
  21.84758  21.84869    0.0234   8714224   3579372   2127108
  21.84628  21.84739    0.0234   8710834   3578172   2123768
  21.84497  21.84609    0.0234   8701484   3576602   2135498
  21.84367  21.84475    0.0234   8708764   3583672   2124498
  21.84236  21.84346    0.0234   8704054   3584772   2124158
  21.84106  21.84218    0.0234   8697374   3586212   2130608
  21.83975  21.84084    0.0234   8687414   3583562   2136498
  21.83844  21.83951    0.0234   8689714   3587832   2139808
  21.83714  21.83821    0.0234   8677524   3581602   2147888
  21.83583  21.83691    0.0234   8667794   3587872   2111768
  21.83453  21.83560    0.0234   8664524   3587292   2125498
  21.83322  21.83429    0.0234   8652944   3584062   2133228
  21.83192  21.83302    0.0234   8646284   3583792   2142848
  21.83061  21.83172    0.0234   8644154   3587772   2138698
  21.82931  21.83039    0.0234   8643514   3587792   2148268
  21.82800  21.82907    0.0234   8640174   3594412   2135728
  21.82669  21.82778    0.0234   8656174   3597872   2167658
  21.82539  21.82649    0.0234   8679294   3611292   2159928
  21.82408  21.82518    0.0234   8694754   3622642   2167038
  21.82278  21.82389    0.0234   8703104   3628912   2161808
  21.82147  21.82262    0.0234   8716454   3634952   2182348
  21.82017  21.82130    0.0234   8728184   3641182   2177388
  21.81886  21.81997    0.0234   8728714   3649212   2163468
  21.81756  21.81865    0.0234   8739574   3652182   2185198
  21.81625  21.81736    0.0234   8742764   3663992   2196048
  21.81494  21.81605    0.0234   8745414   3660842   2214398
  21.81364  21.81473    0.0234   8745684   3665652   2211628
  21.81233  21.81344    0.0234   8753224   3672612   2222008
  21.81103  21.81216    0.0234   8752384   3671302   2218738
  21.80972  21.81082    0.0234   8751304   3678272   2211398
  21.80842  21.80949    0.0234   8753264   3684882   2216968
  21.80711  21.80819    0.0234   8748954   3685232   2214088
  21.80581  21.80690    0.0234   8752294   3690292   2231408
  21.80450  21.80559    0.0234   8755114   3692732   2219968
  21.80319  21.80428    0.0234   8748534   3691152   2227168
  21.80189  21.80302    0.0234   8739844   3693112   2234628
  21.80058  21.80172    0.0234   8747884   3698192   2243978
  21.79928  21.80039    0.0234   8752494   3701272   2242208
  21.79797  21.79908    0.0234   8737684   3698352   2242248
  21.79667  21.79779    0.0234   8737534   3697002   2234858
  21.79536  21.79650    0.0234   8745074   3711352   2225048
  21.79406  21.79519    0.0234   8746794   3710642   2249028
  21.79275  21.79389    0.0234   8733914   3710152   2251088
  21.79144  21.79261    0.0234   8730684   3710962   2257938
  21.79014  21.79129    0.0234   8733184   3713162   2267978
  21.78883  21.78996    0.0234   8728804   3717352   2255598
  21.78753  21.78864    0.0234   8718034   3715162   2271018
  21.78622  21.78735    0.0234   8712684   3712582   2254858
  21.78492  21.78604    0.0234   8704834   3714692   2261558
  21.78361  21.78472    0.0234   8699984   3718692   2248518
  21.78231  21.78343    0.0234   8695704   3715382   2256378
  21.78100  21.78215    0.0234   8687174   3714122   2283018
  21.77969  21.78082    0.0234   8687374   3719892   2268168
  21.77839  21.77949    0.0234   8693184   3728542   2269828
  21.77708  21.77820    0.0234   8694334   3724462   2271408
  21.77578  21.77691    0.0234   8713224   3740512   2291748
  21.77447  21.77561    0.0234   8737034   3753012   2281598
  21.77317  21.77430    0.0234   8752344   3765932   2304528
  21.77186  21.77303    0.0234   8759694   3767592   2306828
  21.77056  21.77174    0.0234   8768604   3775082   2321848
  21.76925  21.77041    0.0234   8779884   3785592   2321838
  21.76794  21.76910    0.0234   8784044   3791862   2319678
  21.76664  21.76781    0.0234   8780344   3790592   2322218
  21.76533  21.76652    0.0234   8787774   3799632   2333878
  21.76403  21.76520    0.0234   8794774   3804982   2346108
  21.76272  21.76390    0.0234   8792774   3808292   2342488
  21.76142  21.76262    0.0234   8793314   3807092   2345918
  21.76011  21.76130    0.0234   8797424   3816322   2344068
  21.75881  21.75996    0.0234   8798224   3821172   2368048
  21.75750  21.75865    0.0234   8797814   3819442   2358068
  21.75619  21.75736    0.0234   8797154   3826402   2357258
  21.75489  21.75605    0.0234   8790654   3827372   2353568
  21.75358  21.75473    0.0234   8792694   3828792   2359728
  21.75228  21.75345    0.0234   8793504   3836022   2361498
  21.75097  21.75217    0.0234   8784344   3832642   2368878
  21.74967  21.75084    0.0234   8781774   3834522   2367298
  21.74836  21.74952    0.0234   8786074   3840142   2379498
  21.74706  21.74822    0.0234   8783684   3842712   2388358
  21.74575  21.74694    0.0234   8774884   3840872   2385418
  21.74444  21.74563    0.0234   8773304   3843562   2382578
  21.74314  21.74432    0.0234   8780424   3852562   2380768
  21.74183  21.74306    0.0234   8772924   3849372   2385688
  21.74053  21.74177    0.0234   8764304   3850102   2391618
  21.73922  21.74044    0.0234   8767534   3854222   2380688
  21.73792  21.73912    0.0234   8764034   3856222   2405198
  21.73661  21.73783    0.0234   8754264   3853102   2410968
  21.73531  21.73653    0.0234   8747334   3856362   2404208
  21.73400  21.73521    0.0234   8745454   3854602   2401308
  21.73269  21.73390    0.0234   8734414   3854562   2412388
  21.73139  21.73263    0.0234   8726374   3856792   2406268
  21.73008  21.73131    0.0234   8725574   3855642   2404268
  21.72878  21.72997    0.0234   8728224   3862562   2406728
  21.72747  21.72866    0.0234   8725804   3863872   2397578
  21.72617  21.72736    0.0234   8744844   3875182   2432618
  21.72486  21.72606    0.0234   8761994   3887032   2447118
  21.72356  21.72474    0.0234   8780424   3899072   2434808
  21.72225  21.72346    0.0234   8793844   3902642   2457988
  21.72094  21.72219    0.0234   8805654   3916882   2445818
  21.71964  21.72086    0.0234   8807464   3924302   2455318
  21.71833  21.71954    0.0234   8814274   3925762   2454508
  21.71703  21.71824    0.0234   8829704   3937692   2463278
  21.71572  21.71696    0.0234   8827084   3941962   2474778
  21.71442  21.71565    0.0234   8827774   3946042   2499208
  21.71311  21.71434    0.0234   8836774   3951852   2486128
  21.71181  21.71307    0.0234   8839934   3956502   2484278
  21.71050  21.71179    0.0234   8836464   3958152   2492268
  21.70919  21.71045    0.0234   8837704   3964922   2488478
  21.70789  21.70912    0.0234   8842814   3965462   2501088
  21.70658  21.70782    0.0234   8833354   3969312   2489898
  21.70528  21.70652    0.0234   8835704   3971192   2501018
  21.70397  21.70520    0.0234   8834704   3969192   2507708
  21.70267  21.70390    0.0234   8828394   3976732   2527678
  21.70136  21.70263    0.0234   8817314   3977232   2512478
  21.70006  21.70131    0.0234   8824234   3976122   2501168
  21.69875  21.69997    0.0234   8823074   3987242   2499848
  21.69744  21.69865    0.0234   8814894   3982622   2508898
  21.69614  21.69736    0.0234   8811854   3979812   2533448
  21.69483  21.69606    0.0234   8814194   3988272   2526408
  21.69353  21.69475    0.0234   8812924   3994582   2529208
  21.69222  21.69347    0.0234   8801044   3988542   2529248
  21.69092  21.69219    0.0234   8800464   3989042   2529018
  21.68961  21.69086    0.0234   8793384   3990352   2537408
  21.68831  21.68954    0.0234   8789614   3992082   2536558
  21.68700  21.68824    0.0234   8784604   3995972   2540818
  21.68569  21.68696    0.0234   8771574   3993582   2530558
  21.68439  21.68566    0.0234   8764194   3987772   2525478
  21.68308  21.68435    0.0234   8757344   3991932   2529178
  21.68178  21.68307    0.0234   8752654   3991512   2547908
  21.68047  21.68178    0.0234   8737804   3987392   2548638
  21.67917  21.68043    0.0234   8745154   3994742   2523708
  21.67786  21.67910    0.0234   8747384   3998552   2548558
  21.67656  21.67781    0.0234   8749994   3999852   2555948
  21.67525  21.67651    0.0234   8764734   4014662   2563798
  21.67394  21.67519    0.0234   8793184   4034592   2564278
  21.67264  21.67388    0.0234   8806584   4040972   2589298
  21.67133  21.67261    0.0234   8810624   4045512   2580718
  21.67003  21.67130    0.0234   8818354   4054592   2589718
  21.66872  21.66996    0.0234   8835934   4061592   2596798
  21.66742  21.66865    0.0234   8836704   4067832   2610528
  21.66611  21.66736    0.0234   8834854   4071562   2615068
  21.66481  21.66607    0.0234   8845584   4076442   2619338
  21.66350  21.66475    0.0234   8849164   4085442   2618918
  21.66219  21.66347    0.0234   8851004   4086522   2615638
  21.66089  21.66220    0.0234   8851244   4089752   2632578
  21.65958  21.66087    0.0234   8854164   4095102   2624838
  21.65828  21.65955    0.0234   8855204   4099372   2637458
  21.65697  21.65825    0.0234   8855554   4100372   2639848
  21.65567  21.65697    0.0234   8858894   4108102   2635648
  21.65436  21.65566    0.0234   8847784   4105752   2635148
  21.65306  21.65435    0.0234   8849324   4109252   2636918
  21.65175  21.65307    0.0234   8853824   4113722   2639998
  21.65044  21.65177    0.0234   8844624   4114142   2640298
  21.64914  21.65043    0.0234   8833314   4113722   2658888
  21.64783  21.64910    0.0234   8841314   4120102   2669618
  21.64653  21.64780    0.0234   8838434   4119142   2660968
  21.64522  21.64651    0.0234   8829314   4122802   2656118
  21.64392  21.64518    0.0234   8828244   4125372   2656228
  21.64261  21.64388    0.0234   8830774   4126032   2661118
  21.64131  21.64261    0.0234   8825234   4131222   2663118
  21.64000  21.64130    0.0234   8820434   4129602   2663038
  21.63869  21.63996    0.0234   8814504   4129722   2676648
  21.63739  21.63865    0.0234   8809664   4132492   2685348
  21.63608  21.63736    0.0234   8799884   4129452   2683388
  21.63478  21.63607    0.0234   8794004   4130642   2677928
  21.63347  21.63475    0.0234   8785194   4124952   2666738
  21.63217  21.63347    0.0234   8773154   4124302   2659268
  21.63086  21.63219    0.0234   8771534   4128332   2661118
  21.62956  21.63087    0.0234   8770504   4130032   2664768
  21.62825  21.62955    0.0234   8765114   4131912   2679238
  21.62694  21.62825    0.0234   8762604   4132802   2671758
  21.62564  21.62696    0.0234   8787654   4152262   2683928
  21.62433  21.62565    0.0234   8812164   4162032   2697618
  21.62303  21.62433    0.0234   8814964   4167342   2705928
  21.62172  21.62305    0.0234   8835854   4179232   2720818
  21.62042  21.62175    0.0234   8848014   4187232   2725278
  21.61911  21.62041    0.0234   8855744   4194652   2722318
  21.61781  21.61909    0.0234   8855824   4203462   2739398
  21.61650  21.61779    0.0234   8866784   4206652   2728738
  21.61519  21.61649    0.0234   8870014   4217892   2741628
  21.61389  21.61517    0.0234   8875704   4219672   2760168
  21.61258  21.61387    0.0234   8878474   4222732   2753438
  21.61128  21.61260    0.0234   8875824   4228472   2755898
  21.60997  21.61129    0.0234   8880204   4232082   2754328
  21.60867  21.60996    0.0234   8886174   4239772   2756098
  21.60736  21.60865    0.0234   8883634   4236542   2770018
  21.60606  21.60737    0.0234   8877934   4241582   2762098
  21.60475  21.60607    0.0234   8884444   4249312   2765208
  21.60344  21.60475    0.0234   8881634   4247852   2771438
  21.60214  21.60348    0.0234   8874554   4250942   2780088
  21.60083  21.60220    0.0234   8871054   4249582   2780408
  21.59953  21.60088    0.0234   8882594   4256582   2796218
  21.59822  21.59955    0.0234   8871554   4256012   2780408
  21.59692  21.59825    0.0234   8865594   4256322   2785448
  21.59561  21.59695    0.0234   8867744   4260662   2776478
  21.59431  21.59563    0.0234   8870134   4266782   2793098
  21.59300  21.59432    0.0234   8866324   4264282   2805258
  21.59169  21.59304    0.0234   8855854   4263162   2790638
  21.59039  21.59174    0.0234   8860814   4268982   2800208
  21.58908  21.59039    0.0234   8853704   4270822   2793328
  21.58778  21.58907    0.0234   8848934   4270822   2803328
