   9809     AichiSR  BL5S1
 Ref Ti4O7       22.09.16 10:16 - 22.09.16 10:18
                                                                                 
 Ring :   1.2 GeV   300.2 mA -  300.3 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle= 23.66393 deg
 BL5S1    Transmission ( 2)   Repetition=  1     Points= 4632
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1        4665.33   6065.33        0.30       0.02      4634
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  4466.100 10608.300 72342.100
  23.76022  23.76116    0.0234   7209414   2648262   1897768
  23.75892  23.75984    0.0234   7207834   2649182   1903078
  23.75761  23.75853    0.0234   7207024   2652992   1891268
  23.75631  23.75724    0.0234   7206564   2654572   1900158
  23.75500  23.75592    0.0234   7202484   2653652   1904348
  23.75369  23.75458    0.0234   7203334   2656922   1904118
  23.75239  23.75329    0.0234   7200984   2658612   1903618
  23.75108  23.75202    0.0234   7196994   2656672   1910428
  23.74978  23.75070    0.0234   7192064   2658992   1911968
  23.74847  23.74940    0.0234   7188444   2661842   1911428
  23.74717  23.74811    0.0234   7183834   2664342   1913198
  23.74586  23.74681    0.0234   7173564   2654612   1922508
  23.74456  23.74549    0.0234   7166214   2661882   1898348
  23.74325  23.74417    0.0234   7162134   2660452   1926038
  23.74194  23.74290    0.0234   7160404   2660652   1918618
  23.74064  23.74162    0.0234   7143324   2654112   1910658
  23.73933  23.74031    0.0234   7155294   2661562   1934198
  23.73803  23.73901    0.0234   7160714   2667422   1909198
  23.73672  23.73771    0.0234   7171754   2671462   1918268
  23.73542  23.73640    0.0234   7186104   2678882   1934968
  23.73411  23.73506    0.0234   7196184   2685692   1940818
  23.73281  23.73375    0.0234   7204254   2688382   1951008
  23.73150  23.73247    0.0234   7213834   2695082   1945278
  23.73019  23.73117    0.0234   7223874   2701232   1940198
  23.72889  23.72985    0.0234   7231534   2706502   1955738
  23.72758  23.72854    0.0234   7233274   2708872   1964008
  23.72628  23.72725    0.0234   7238114   2714502   1964858
  23.72497  23.72593    0.0234   7248454   2720432   1976278
  23.72367  23.72459    0.0234   7253724   2720042   1980048
  23.72236  23.72331    0.0234   7252154   2723352   1979088
  23.72106  23.72203    0.0234   7256034   2728042   1982628
  23.71975  23.72072    0.0234   7259614   2733542   1978708
  23.71844  23.71942    0.0234   7256804   2734472   1984088
  23.71714  23.71813    0.0234   7257424   2735852   1988708
  23.71583  23.71683    0.0234   7258084   2736532   1985398
  23.71453  23.71551    0.0234   7256494   2735852   1996938
  23.71322  23.71419    0.0234   7253074   2743162   1988818
  23.71192  23.71292    0.0234   7253264   2741082   1989898
  23.71061  23.71164    0.0234   7253494   2743972   1993788
  23.70931  23.71032    0.0234   7246724   2743282   2000088
  23.70800  23.70902    0.0234   7248304   2744702   2006478
  23.70669  23.70772    0.0234   7245184   2745972   2002358
  23.70539  23.70640    0.0234   7246034   2749472   2002898
  23.70408  23.70507    0.0234   7240724   2750282   2007598
  23.70278  23.70376    0.0234   7240464   2754772   2001438
  23.70147  23.70248    0.0234   7236994   2756742   2007358
  23.70017  23.70118    0.0234   7234684   2754162   2015438
  23.69886  23.69986    0.0234   7229184   2758592   2023868
  23.69756  23.69855    0.0234   7224374   2755082   2014938
  23.69625  23.69726    0.0234   7219104   2752702   2019168
  23.69494  23.69595    0.0234   7215064   2758122   2010978
  23.69364  23.69462    0.0234   7209264   2757552   2004708
  23.69233  23.69333    0.0234   7200684   2756272   2013408
  23.69103  23.69206    0.0234   7186754   2754352   2028408
  23.68972  23.69075    0.0234   7199294   2758242   2030518
  23.68842  23.68944    0.0234   7201874   2762202   2022908
  23.68711  23.68815    0.0234   7208144   2767242   2039678
  23.68581  23.68686    0.0234   7219874   2775162   2041748
  23.68450  23.68553    0.0234   7235684   2781742   2059058
  23.68319  23.68421    0.0234   7246384   2788512   2049448
  23.68189  23.68294    0.0234   7254454   2793592   2068988
  23.68058  23.68165    0.0234   7257494   2798322   2052758
  23.67928  23.68032    0.0234   7267854   2804352   2057108
  23.67797  23.67901    0.0234   7278544   2808672   2081758
  23.67667  23.67771    0.0234   7279304   2812362   2090218
  23.67536  23.67640    0.0234   7282614   2813902   2080218
  23.67406  23.67506    0.0234   7289544   2819752   2071178
  23.67275  23.67375    0.0234   7292734   2824982   2084028
  23.67144  23.67248    0.0234   7292044   2825022   2087418
  23.67014  23.67118    0.0234   7295114   2824982   2090488
  23.66883  23.66986    0.0234   7294774   2830292   2083378
  23.66753  23.66856    0.0234   7296514   2826672   2097498
  23.66622  23.66727    0.0234   7296614   2835252   2098688
  23.66492  23.66596    0.0234   7296774   2838442   2103568
  23.66361  23.66463    0.0234   7293614   2836172   2099528
  23.66231  23.66335    0.0234   7290504   2841442   2099798
  23.66100  23.66207    0.0234   7289774   2838982   2101728
  23.65969  23.66077    0.0234   7289654   2848452   2090148
  23.65839  23.65946    0.0234   7285044   2843942   2103488
  23.65708  23.65817    0.0234   7283884   2847522   2112878
  23.65578  23.65688    0.0234   7285094   2850212   2117468
  23.65447  23.65556    0.0234   7281964   2849792   2107568
  23.65317  23.65422    0.0234   7277614   2850872   2116648
  23.65186  23.65294    0.0234   7279194   2856142   2106838
  23.65056  23.65165    0.0234   7275384   2852102   2115228
  23.64925  23.65032    0.0234   7266074   2852482   2114298
  23.64794  23.64901    0.0234   7263384   2853792   2107378
  23.64664  23.64772    0.0234   7260924   2855642   2127728
  23.64533  23.64641    0.0234   7250034   2852102   2133878
  23.64403  23.64507    0.0234   7244394   2856172   2107388
  23.64272  23.64376    0.0234   7243034   2857142   2120038
  23.64142  23.64248    0.0234   7240724   2855372   2126498
  23.64011  23.64118    0.0234   7221224   2851912   2127728
  23.63881  23.63987    0.0234   7239414   2860602   2127458
  23.63750  23.63857    0.0234   7243224   2861062   2141038
  23.63619  23.63728    0.0234   7255034   2870452   2130918
  23.63489  23.63598    0.0234   7266234   2876832   2135538
  23.63358  23.63465    0.0234   7282194   2884302   2141768
  23.63228  23.63336    0.0234   7288894   2891102   2144008
  23.63097  23.63208    0.0234   7292814   2896682   2154688
  23.62967  23.63078    0.0234   7304004   2898682   2167308
  23.62836  23.62948    0.0234   7313814   2909692   2177008
  23.62706  23.62818    0.0234   7316164   2910532   2169078
  23.62575  23.62689    0.0234   7320504   2911382   2176158
  23.62444  23.62556    0.0234   7329124   2919842   2177348
  23.62314  23.62423    0.0234   7329974   2923802   2183428
  23.62183  23.62295    0.0234   7332204   2928072   2197198
  23.62053  23.62165    0.0234   7333474   2929732   2197388
  23.61922  23.62033    0.0234   7332444   2929722   2196478
  23.61792  23.61902    0.0234   7332004   2929232   2199778
  23.61661  23.61772    0.0234   7333164   2936382   2204698
  23.61531  23.61642    0.0234   7332774   2941572   2186118
  23.61400  23.61508    0.0234   7327354   2936272   2205158
  23.61269  23.61377    0.0234   7325934   2936802   2199118
  23.61139  23.61250    0.0234   7326814   2938382   2206128
  23.61008  23.61120    0.0234   7329704   2944082   2202048
  23.60878  23.60989    0.0234   7320164   2942922   2216198
  23.60747  23.60859    0.0234   7321714   2944042   2211598
  23.60617  23.60730    0.0234   7323734   2945692   2212588
  23.60486  23.60599    0.0234   7320234   2948232   2224508
  23.60356  23.60466    0.0234   7318544   2944842   2209858
  23.60225  23.60338    0.0234   7317664   2951652   2220238
  23.60094  23.60210    0.0234   7319964   2951612   2233278
  23.59964  23.60080    0.0234   7312924   2953652   2225008
  23.59833  23.59948    0.0234   7306814   2954622   2223668
  23.59703  23.59819    0.0234   7306654   2954422   2219468
  23.59572  23.59689    0.0234   7299904   2953922   2224718
  23.59442  23.59556    0.0234   7290194   2953852   2224968
  23.59311  23.59422    0.0234   7285844   2954652   2222738
  23.59181  23.59294    0.0234   7278694   2952772   2209198
  23.59050  23.59165    0.0234   7265384   2950502   2223858
  23.58919  23.59033    0.0234   7283154   2957232   2235628
  23.58789  23.58902    0.0234   7279504   2958622   2241398
  23.58658  23.58773    0.0234   7288964   2965892   2239318
  23.58528  23.58642    0.0234   7301084   2974852   2250588
  23.58397  23.58509    0.0234   7318674   2983082   2248258
  23.58267  23.58379    0.0234   7324774   2990512   2259518
  23.58136  23.58252    0.0234   7336544   2996312   2261978
  23.58006  23.58122    0.0234   7341584   3003702   2271058
  23.57875  23.57990    0.0234   7350824   3004932   2276248
  23.57744  23.57861    0.0234   7356974   3008782   2278368
  23.57614  23.57733    0.0234   7362624   3013742   2278328
  23.57483  23.57602    0.0234   7366634   3019432   2293408
  23.57353  23.57469    0.0234   7374054   3026092   2284598
  23.57222  23.57341    0.0234   7377134   3025632   2295758
  23.57092  23.57213    0.0234   7377064   3031552   2285268
  23.56961  23.57082    0.0234   7383014   3033442   2298948
  23.56831  23.56950    0.0234   7382404   3034012   2302678
  23.56700  23.56820    0.0234   7380134   3034742   2311718
  23.56569  23.56690    0.0234   7375634   3041632   2318138
  23.56439  23.56558    0.0234   7379864   3042672   2311638
  23.56308  23.56424    0.0234   7375364   3041172   2312948
  23.56178  23.56296    0.0234   7373514   3041172   2310678
  23.56047  23.56167    0.0234   7372204   3043902   2324138
  23.55917  23.56035    0.0234   7370954   3047052   2336388
  23.55786  23.55904    0.0234   7369554   3047752   2323528
  23.55656  23.55775    0.0234   7369434   3047752   2322448
  23.55525  23.55645    0.0234   7369704   3051942   2318028
  23.55394  23.55512    0.0234   7363394   3052482   2316838
  23.55264  23.55382    0.0234   7363894   3053092   2321068
  23.55133  23.55255    0.0234   7363324   3057092   2326608
  23.55003  23.55125    0.0234   7357744   3056862   2328608
  23.54872  23.54994    0.0234   7353054   3054442   2332718
  23.54742  23.54864    0.0234   7351214   3053832   2331618
  23.54611  23.54736    0.0234   7344054   3054902   2351028
  23.54481  23.54605    0.0234   7335774   3053982   2342448
  23.54350  23.54472    0.0234   7333744   3057362   2326178
  23.54219  23.54343    0.0234   7326474   3052322   2336838
  23.54089  23.54215    0.0234   7323084   3053482   2344568
  23.53958  23.54083    0.0234   7311894   3051402   2333878
  23.53828  23.53952    0.0234   7329624   3063092   2348528
  23.53697  23.53821    0.0234   7326084   3061522   2337988
  23.53567  23.53691    0.0234   7342104   3071212   2346628
  23.53436  23.53559    0.0234   7359554   3083982   2363608
  23.53306  23.53426    0.0234   7372934   3085442   2372648
  23.53175  23.53297    0.0234   7379174   3095792   2382108
  23.53044  23.53169    0.0234   7389404   3099292   2384308
  23.52914  23.53036    0.0234   7403054   3110102   2388768
  23.52783  23.52906    0.0234   7409364   3112992   2381578
  23.52653  23.52777    0.0234   7413904   3116682   2386538
  23.52522  23.52648    0.0234   7424484   3123952   2398768
  23.52392  23.52514    0.0234   7429384   3128072   2407018
  23.52261  23.52384    0.0234   7433144   3125802   2407388
  23.52131  23.52257    0.0234   7436214   3133682   2406658
  23.52000  23.52127    0.0234   7443334   3141532   2419698
  23.51869  23.51995    0.0234   7443254   3142882   2433238
  23.51739  23.51866    0.0234   7441414   3144142   2435618
  23.51608  23.51738    0.0234   7443024   3144262   2426618
  23.51478  23.51607    0.0234   7442684   3146112   2420888
  23.51347  23.51473    0.0234   7443414   3146612   2407808
  23.51217  23.51343    0.0234   7440444   3150882   2414968
  23.51086  23.51214    0.0234   7439694   3151502   2426718
  23.50956  23.51082    0.0234   7440644   3150992   2430808
  23.50825  23.50950    0.0234   7438214   3153382   2429508
  23.50694  23.50820    0.0234   7435524   3156922   2438428
  23.50564  23.50691    0.0234   7433714   3156652   2427038
  23.50433  23.50558    0.0234   7434294   3159422   2436348
  23.50303  23.50425    0.0234   7432174   3160612   2440198
  23.50172  23.50297    0.0234   7429404   3162842   2438158
  23.50042  23.50168    0.0234   7426334   3159652   2427238
  23.49911  23.50036    0.0234   7426504   3161462   2428258
  23.49781  23.49906    0.0234   7417064   3157342   2441698
  23.49650  23.49777    0.0234   7412484   3155722   2445358
  23.49519  23.49647    0.0234   7410404   3159882   2430428
  23.49389  23.49515    0.0234   7401634   3159572   2436738
  23.49258  23.49384    0.0234   7395214   3158152   2435778
  23.49128  23.49257    0.0234   7389904   3157342   2421658
  23.48997  23.49127    0.0234   7378134   3152382   2414968
  23.48867  23.48996    0.0234   7391134   3159842   2427808
  23.48736  23.48866    0.0234   7393914   3162422   2408138
  23.48606  23.48737    0.0234   7405714   3170462   2427278
  23.48475  23.48605    0.0234   7416834   3175032   2423078
  23.48344  23.48471    0.0234   7431064   3177572   2420968
  23.48214  23.48341    0.0234   7441754   3187922   2425348
  23.48083  23.48213    0.0234   7455224   3192112   2423768
  23.47953  23.48081    0.0234   7460874   3198312   2402458
  23.47822  23.47949    0.0234   7470334   3194312   2370108
  23.47692  23.47819    0.0234   7475834   3200112   2348338
  23.47561  23.47689    0.0234   7481594   3205012   2289648
  23.47431  23.47557    0.0234   7487574   3205542   2209628
  23.47300  23.47424    0.0234   7494034   3201882   2066218
  23.47169  23.47297    0.0234   7495114   3201112   1912468
  23.47039  23.47168    0.0234   7496414   3192882   1750248
  23.46908  23.47036    0.0234   7502764   3185612   1618228
  23.46778  23.46906    0.0234   7500264   3169422   1573718
  23.46647  23.46777    0.0234   7499154   3147652   1596148
  23.46517  23.46648    0.0234   7497884   3114832   1653928
  23.46386  23.46515    0.0234   7500684   3087172   1722398
  23.46256  23.46384    0.0234   7496134   3057102   1769048
  23.46125  23.46257    0.0234   7494454   3031172   1781248
  23.45994  23.46127    0.0234   7494534   2986662   1771598
  23.45864  23.45995    0.0234   7492384   2937192   1735008
  23.45733  23.45864    0.0234   7491614   2889532   1709008
  23.45603  23.45734    0.0234   7491724   2843602   1651118
  23.45472  23.45602    0.0234   7490184   2805982   1604028
  23.45342  23.45468    0.0234   7485304   2770892   1550258
  23.45211  23.45339    0.0234   7486874   2738812   1504898
  23.45081  23.45210    0.0234   7484854   2715992   1469728
  23.44950  23.45078    0.0234   7480534   2702192   1457508
  23.44819  23.44947    0.0234   7473954   2705582   1432578
  23.44689  23.44817    0.0234   7471534   2724392   1426308
  23.44558  23.44687    0.0234   7464994   2743122   1446818
  23.44428  23.44555    0.0234   7458524   2763662   1458968
  23.44297  23.44423    0.0234   7453294   2778552   1432348
  23.44167  23.44295    0.0234   7446104   2788282   1437048
  23.44036  23.44166    0.0234   7441254   2797632   1426968
  23.43906  23.44035    0.0234   7431234   2804392   1432868
  23.43775  23.43904    0.0234   7448254   2821862   1402268
  23.43644  23.43775    0.0234   7446794   2829872   1387578
  23.43514  23.43646    0.0234   7459144   2840212   1362998
  23.43383  23.43513    0.0234   7480414   2843372   1336678
  23.43253  23.43382    0.0234   7489614   2841022   1303258
  23.43122  23.43254    0.0234   7496844   2828832   1265208
  23.42992  23.43124    0.0234   7507534   2813632   1225508
  23.42861  23.42990    0.0234   7519654   2796092   1197928
  23.42731  23.42859    0.0234   7522294   2765922   1172548
  23.42600  23.42730    0.0234   7526344   2734432   1134848
  23.42469  23.42599    0.0234   7534424   2694502   1105878
  23.42339  23.42465    0.0234   7541314   2645032   1057218
  23.42208  23.42335    0.0234   7541924   2591642   1027908
  23.42078  23.42207    0.0234   7544194   2530672    979938
  23.41947  23.42075    0.0234   7549504   2461812    927968
  23.41817  23.41943    0.0234   7549584   2391222    882728
  23.41686  23.41813    0.0234   7546774   2314942    850031
  23.41556  23.41684    0.0234   7546604   2232982    804480
  23.41425  23.41552    0.0234   7551964   2154382    765787
  23.41294  23.41420    0.0234   7545584   2077902    730474
  23.41164  23.41292    0.0234   7541464   2005852    683544
  23.41033  23.41163    0.0234   7538114   1936342    645191
  23.40903  23.41031    0.0234   7542344   1874532    610532
  23.40772  23.40901    0.0234   7539614   1820092    593568
  23.40642  23.40772    0.0234   7532274   1765322    576027
  23.40511  23.40642    0.0234   7533614   1719082    548946
  23.40381  23.40509    0.0234   7537794   1674062    523388
  23.40250  23.40378    0.0234   7531464   1624722    493283
  23.40119  23.40249    0.0234   7525114   1580292    490629
  23.39989  23.40118    0.0234   7527194   1536282    471472
  23.39858  23.39986    0.0234   7523654   1491972    455932
  23.39728  23.39855    0.0234   7515424   1446772    425619
  23.39597  23.39725    0.0234   7509964   1401222    394114
  23.39467  23.39594    0.0234   7505804   1358292    387613
  23.39336  23.39460    0.0234   7497914   1311092    365687
  23.39206  23.39331    0.0234   7492634   1264752    350393
  23.39075  23.39202    0.0234   7489644   1218122    343030
  23.38944  23.39070    0.0234   7472304   1170422    334798
  23.38814  23.38939    0.0234   7485374   1129912    330451
  23.38683  23.38810    0.0234   7487724   1090522    295830
  23.38553  23.38681    0.0234   7498114   1053442    294214
  23.38422  23.38548    0.0234   7509884   1019662    275135
  23.38292  23.38417    0.0234   7521464    985930    275442
  23.38161  23.38289    0.0234   7537884    961195    260363
  23.38031  23.38160    0.0234   7545234    935268    261863
  23.37900  23.38028    0.0234   7551684    914339    245796
  23.37769  23.37898    0.0234   7562194    899494    251015
  23.37639  23.37770    0.0234   7568704    881722    250323
  23.37508  23.37639    0.0234   7575274    870604    239167
  23.37378  23.37505    0.0234   7576504    861911    237744
  23.37247  23.37374    0.0234   7586664    854179    235859
  23.37117  23.37245    0.0234   7587814    847447    242129
  23.36986  23.37114    0.0234   7587624    841331    242399
  23.36856  23.36981    0.0234   7595244    841331    250015
  23.36725  23.36851    0.0234   7593224    838863    235409
  23.36594  23.36721    0.0234   7591014    834714    244514
  23.36464  23.36589    0.0234   7588544    829252    243784
  23.36333  23.36455    0.0234   7593664    828790    234859
  23.36203  23.36326    0.0234   7589124    820981    247630
  23.36072  23.36198    0.0234   7585934    818481    245015
  23.35942  23.36066    0.0234   7588744    815211    245899
  23.35811  23.35935    0.0234   7588514    813403    234936
  23.35681  23.35806    0.0234   7581004    808018    228512
  23.35550  23.35677    0.0234   7580804    805587    221138
  23.35419  23.35544    0.0234   7584584    803556    238975
  23.35289  23.35412    0.0234   7577894    800748    234436
  23.35158  23.35285    0.0234   7575124    800055    245707
  23.35028  23.35156    0.0234   7572544    799517    245553
  23.34897  23.35024    0.0234   7574314    802940    239629
  23.34767  23.34893    0.0234   7567464    805518    236205
  23.34636  23.34764    0.0234   7561624    809018    237629
  23.34506  23.34633    0.0234   7560124    814557    255401
  23.34375  23.34499    0.0234   7550914    820975    252567
  23.34244  23.34368    0.0234   7544464    828290    245899
  23.34114  23.34240    0.0234   7538314    835137    246976
  23.33983  23.34108    0.0234   7537504    847562    246553
  23.33853  23.33976    0.0234   7533504    853640    261363
  23.33722  23.33845    0.0234   7532544    867104    262748
  23.33592  23.33716    0.0234   7537654    876682    276404
  23.33461  23.33584    0.0234   7555424    893416    265441
  23.33331  23.33451    0.0234   7566854    905379    285213
  23.33200  23.33323    0.0234   7577144    914724    284034
  23.33069  23.33194    0.0234   7591434    930691    271134
  23.32939  23.33062    0.0234   7599704    941115    286405
  23.32808  23.32931    0.0234   7601664    952386    287021
  23.32678  23.32802    0.0234   7612014    963773    289444
  23.32547  23.32673    0.0234   7620934    972774    289906
  23.32417  23.32541    0.0234   7622634    981237    295599
  23.32286  23.32409    0.0234   7625404    989622    294907
  23.32156  23.32282    0.0234   7634594    996972    297946
  23.32025  23.32153    0.0234   7639444   1001162    305139
  23.31894  23.32019    0.0234   7632924   1006202    291151
  23.31764  23.31888    0.0234   7633974   1006852    296599
  23.31633  23.31759    0.0234   7639244   1008622    292599
  23.31503  23.31627    0.0234   7635974   1007662    297099
  23.31372  23.31494    0.0234   7630174   1006162    289945
  23.31242  23.31363    0.0234   7632174   1003972    298177
  23.31111  23.31235    0.0234   7632174   1001702    285482
  23.30981  23.31103    0.0234   7628014    997162    289060
  23.30850  23.30971    0.0234   7627014    993782    282443
  23.30719  23.30841    0.0234   7630274    988738    285188
  23.30589  23.30712    0.0234   7624554    982776    273096
  23.30458  23.30581    0.0234   7624324    978390    265941
  23.30328  23.30448    0.0234   7624174    974313    271172
  23.30197  23.30320    0.0234   7622594    967427    263979
  23.30067  23.30192    0.0234   7618014    963850    264902
  23.29936  23.30060    0.0234   7614284    957041    268480
  23.29806  23.29929    0.0234   7613394    954694    271749
  23.29675  23.29800    0.0234   7608554    951925    261863
  23.29544  23.29671    0.0234   7601264    947153    254952
  23.29414  23.29539    0.0234   7598434    945039    251169
  23.29283  23.29407    0.0234   7590974    944731    249554
  23.29153  23.29279    0.0234   7586664    946001    259863
  23.29022  23.29148    0.0234   7583124    946847    249207
  23.28892  23.29015    0.0234   7579004    946308    259171
  23.28761  23.28884    0.0234   7580894    950040    260594
  23.28631  23.28754    0.0234   7581124    955733    262017
  23.28500  23.28623    0.0234   7587244    961118    263941
  23.28369  23.28489    0.0234   7601724    968003    269301
  23.28239  23.28359    0.0234   7619014    979544    271326
  23.28108  23.28231    0.0234   7629444    988969    271557
  23.27978  23.28099    0.0234   7633744    999052    265402
  23.27847  23.27967    0.0234   7643284   1008662    265210
  23.27717  23.27838    0.0234   7656674   1019972    277520
  23.27586  23.27709    0.0234   7659984   1030512    290675
  23.27456  23.27577    0.0234   7662634   1042172    287636
  23.27325  23.27445    0.0234   7668334   1054552    296830
  23.27194  23.27317    0.0234   7676064   1068942    292060
  23.27064  23.27188    0.0234   7677824   1080252    306539
  23.26933  23.27056    0.0234   7677024   1091562    300715
  23.26803  23.26926    0.0234   7683214   1104792    310217
  23.26672  23.26797    0.0234   7683794   1116182    307332
  23.26542  23.26668    0.0234   7681404   1126682    325488
  23.26411  23.26535    0.0234   7680024   1139222    331489
  23.26281  23.26402    0.0234   7683444   1151612    333182
  23.26150  23.26274    0.0234   7675254   1161302    339452
  23.26019  23.26143    0.0234   7674334   1169802    343799
  23.25889  23.26010    0.0234   7676354   1178352    348277
  23.25758  23.25879    0.0234   7676634   1192502    359147
  23.25628  23.25750    0.0234   7669174   1200002    357570
  23.25497  23.25619    0.0234   7670134   1205312    362071
  23.25367  23.25484    0.0234   7672364   1217892    368264
  23.25236  23.25354    0.0234   7667754   1225962    373111
  23.25106  23.25227    0.0234   7667134   1237272    373457
  23.24975  23.25095    0.0234   7665904   1243782    379535
  23.24844  23.24963    0.0234   7664094   1253742    382843
  23.24714  23.24834    0.0234   7659854   1260792    399672
  23.24583  23.24705    0.0234   7653524   1271592    396422
  23.24453  23.24574    0.0234   7652134   1278552    400346
  23.24322  23.24441    0.0234   7642864   1283172    393230
  23.24192  23.24313    0.0234   7635324   1290552    395422
  23.24061  23.24184    0.0234   7626784   1294172    409578
  23.23931  23.24052    0.0234   7627174   1299132    414310
  23.23800  23.23922    0.0234   7624824   1300092    413156
  23.23669  23.23792    0.0234   7621364   1304282    409271
  23.23539  23.23662    0.0234   7624504   1305842    417791
  23.23408  23.23529    0.0234   7643174   1310132    414656
  23.23278  23.23397    0.0234   7658824   1315712    424927
  23.23147  23.23268    0.0234   7664714   1315212    426427
  23.23017  23.23138    0.0234   7675984   1319592    422888
  23.22886  23.23005    0.0234   7688254   1319832    429966
  23.22756  23.22874    0.0234   7699484   1322442    427004
  23.22625  23.22745    0.0234   7698374   1320522    431774
  23.22494  23.22614    0.0234   7711334   1322752    431889
  23.22364  23.22480    0.0234   7716444   1324492    432063
  23.22233  23.22350    0.0234   7717184   1323292    430312
  23.22103  23.22223    0.0234   7724334   1324832    438006
  23.21972  23.22091    0.0234   7728804   1323252    444122
  23.21842  23.21960    0.0234   7730374   1326292    432813
  23.21711  23.21831    0.0234   7725224   1322362    435890
  23.21581  23.21702    0.0234   7727804   1326332    440198
  23.21450  23.21571    0.0234   7729844   1328902    445584
  23.21319  23.21438    0.0234   7724304   1328522    450123
  23.21189  23.21311    0.0234   7721874   1328792    453854
  23.21058  23.21182    0.0234   7723324   1330532    445065
  23.20928  23.21049    0.0234   7721034   1332402    445391
  23.20797  23.20918    0.0234   7717334   1333672    441006
  23.20667  23.20788    0.0234   7716724   1339412    444161
  23.20536  23.20658    0.0234   7717224   1342372    448469
  23.20406  23.20525    0.0234   7716294   1346332    455624
  23.20275  23.20393    0.0234   7711954   1350102    467664
  23.20144  23.20265    0.0234   7713184   1352062    460317
  23.20014  23.20133    0.0234   7711674   1357922    462030
  23.19883  23.20000    0.0234   7708564   1361682    456778
  23.19753  23.19870    0.0234   7704724   1367722    470818
  23.19622  23.19741    0.0234   7702954   1372332    475396
  23.19492  23.19610    0.0234   7696914   1375722    465472
  23.19361  23.19477    0.0234   7691334   1380302    466318
  23.19231  23.19347    0.0234   7687294   1384102    471896
  23.19100  23.19220    0.0234   7681174   1387682    471549
  23.18969  23.19088    0.0234   7676214   1390032    480358
  23.18839  23.18957    0.0234   7670834   1393762    486205
  23.18708  23.18828    0.0234   7672624   1400012    486496
  23.18578  23.18699    0.0234   7675564   1400952    481436
  23.18447  23.18568    0.0234   7683104   1407192    473396
  23.18317  23.18436    0.0234   7697184   1413382    478089
  23.18186  23.18308    0.0234   7711414   1419112    491591
  23.18056  23.18179    0.0234   7724534   1424732    484051
  23.17925  23.18046    0.0234   7734374   1426612    496899
  23.17794  23.17914    0.0234   7743764   1431342    491591
  23.17664  23.17784    0.0234   7750304   1433272    502708
  23.17533  23.17654    0.0234   7753214   1435052    508962
  23.17403  23.17521    0.0234   7760964   1437732    488090
  23.17272  23.17389    0.0234   7769614   1440272    485859
  23.17142  23.17261    0.0234   7768154   1440882    492745
  23.17011  23.17130    0.0234   7774804   1443422    491591
  23.16881  23.16997    0.0234   7778274   1442382    494591
  23.16750  23.16867    0.0234   7778924   1443112    507016
  23.16619  23.16738    0.0234   7778114   1439042    503285
  23.16489  23.16608    0.0234   7779384   1442232    497438
  23.16358  23.16474    0.0234   7781034   1438482    498268
  23.16228  23.16345    0.0234   7776694   1437042    486244
  23.16097  23.16218    0.0234   7774844   1434302    495553
  23.15967  23.16086    0.0234   7776614   1431502    500592
  23.15836  23.15954    0.0234   7770114   1429302    496515
  23.15706  23.15825    0.0234   7769504   1426342    488167
  23.15575  23.15697    0.0234   7771424   1423882    491206
  23.15444  23.15565    0.0234   7766844   1422572    474858
  23.15314  23.15432    0.0234   7766494   1417612    485705
  23.15183  23.15304    0.0234   7767684   1413782    484150
  23.15053  23.15174    0.0234   7767964   1409342    475242
  23.14922  23.15040    0.0234   7758114   1404842    476704
  23.14792  23.14909    0.0234   7755494   1400682    478512
  23.14661  23.14779    0.0234   7757304   1394342    464356
  23.14531  23.14649    0.0234   7749924   1391532    466895
  23.14400  23.14516    0.0234   7740644   1383032    475127
  23.14269  23.14384    0.0234   7737074   1379762    463356
  23.14139  23.14256    0.0234   7733454   1377032    458009
  23.14008  23.14126    0.0234   7721604   1372102    453239
  23.13878  23.13993    0.0234   7717554   1364272    446335
  23.13747  23.13863    0.0234   7718914   1361022    444468
  23.13617  23.13735    0.0234   7718264   1357642    442430
  23.13486  23.13604    0.0234   7716534   1351062    452623
  23.13356  23.13472    0.0234   7734994   1351912    438775
  23.13225  23.13343    0.0234   7750764   1349602    435775
  23.13094  23.13215    0.0234   7757694   1348102    428197
  23.12964  23.13083    0.0234   7769074   1344442    436236
  23.12833  23.12952    0.0234   7780344   1344712    434544
  23.12703  23.12823    0.0234   7791344   1343882    432678
  23.12572  23.12694    0.0234   7792234   1340792    433813
  23.12442  23.12561    0.0234   7799194   1338872    424465
  23.12311  23.12428    0.0234   7808894   1336442    422888
  23.12181  23.12300    0.0234   7810424   1334982    408155
  23.12050  23.12170    0.0234   7811694   1330752    421503
  23.11919  23.12037    0.0234   7817194   1328982    433351
  23.11789  23.11905    0.0234   7817814   1326902    409694
  23.11658  23.11776    0.0234   7814964   1325362    419387
  23.11528  23.11646    0.0234   7818464   1323492    413367
  23.11397  23.11513    0.0234   7815964   1322562    406309
  23.11267  23.11382    0.0234   7816624   1320252    403500
  23.11136  23.11255    0.0234   7814314   1317712    415733
  23.11006  23.11124    0.0234   7814194   1318522    410809
